EmpID,PerfScoreID,Termd,Salary,Absences,Position,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
,,,,,HR Analyst,8,3,3,6
,,,,,HR Specialist,10,7,1,1
,,,,,Talent Acquisition Specialist,4,2,2,3
,,,,,HR Coordinator,7,6,0,7
,,,,,HR Analyst,2,2,2,2
,,,,,HR Specialist,2,2,2,2
,,,,,Talent Acquisition Specialist,1,0,0,0
,,,,,HR Coordinator,10,8,4,7
,,,,,HR Analyst,1,0,0,1
,,,,,HR Specialist,0,0,0,0
,,,,,Talent Acquisition Specialist,34,6,1,16
,,,,,HR Coordinator,10,9,7,8
,,,,,HR Analyst,6,5,1,4
,,,,,HR Specialist,8,7,3,1
,,,,,Talent Acquisition Specialist,2,2,0,2
,,,,,HR Coordinator,5,4,1,3
,,,,,HR Analyst,6,5,1,4
,,,,,HR Specialist,5,2,1,4
,,,,,Talent Acquisition Specialist,10,7,0,9
,,,,,HR Coordinator,4,3,1,2
,,,,,HR Analyst,2,2,2,0
,,,,,HR Specialist,8,7,1,1
,,,,,Talent Acquisition Specialist,4,3,1,2
,,,,,HR Coordinator,4,2,1,3
,,,,,HR Analyst,5,3,1,4
,,,,,HR Specialist,4,2,1,1
,,,,,Talent Acquisition Specialist,5,3,4,3
,,,,,HR Coordinator,15,7,4,12
,,,,,HR Analyst,6,5,1,3
,,,,,HR Specialist,3,2,0,2
,,,,,Talent Acquisition Specialist,2,2,0,2
,,,,,HR Coordinator,8,7,3,7
,,,,,HR Analyst,3,2,1,2
,,,,,HR Specialist,24,7,14,9
,,,,,Talent Acquisition Specialist,0,0,0,0
,,,,,HR Coordinator,1,0,0,0
,,,,,HR Analyst,5,2,1,4
,,,,,HR Specialist,4,3,0,3
,,,,,Talent Acquisition Specialist,1,0,0,0
,,,,,HR Coordinator,13,9,3,7
,,,,,HR Analyst,3,2,0,2
,,,,,HR Specialist,26,14,3,0
,,,,,Talent Acquisition Specialist,9,7,0,5
,,,,,HR Coordinator,10,7,0,7
,,,,,HR Analyst,31,15,13,8
,,,,,HR Specialist,2,2,2,2
,,,,,Talent Acquisition Specialist,4,3,0,2
,,,,,HR Coordinator,2,2,2,1
,,,,,HR Analyst,5,2,0,4
,,,,,HR Specialist,14,13,6,8
,,,,,Talent Acquisition Specialist,1,0,0,0
,,,,,HR Coordinator,0,0,0,0
,,,,,HR Analyst,1,0,0,0
,,,,,HR Specialist,9,8,7,8
,,,,,Talent Acquisition Specialist,4,3,1,2
,,,,,HR Coordinator,5,2,1,3
,,,,,HR Analyst,9,8,7,7
,,,,,HR Specialist,9,7,7,3
,,,,,Talent Acquisition Specialist,4,1,1,0
,,,,,HR Coordinator,9,8,0,8
,,,,,HR Analyst,8,5,1,6
,,,,,HR Specialist,8,7,7,5
,,,,,Talent Acquisition Specialist,3,2,0,2
,,,,,HR Coordinator,8,7,1,7
,,,,,HR Analyst,0,0,0,0
,,,,,HR Specialist,20,6,4,17
,,,,,Talent Acquisition Specialist,5,2,2,3
,,,,,HR Coordinator,4,3,0,1
,,,,,HR Analyst,9,8,0,8
,,,,,HR Specialist,6,5,1,1
,,,,,Talent Acquisition Specialist,18,14,4,11
,,,,,HR Coordinator,5,2,0,3
,,,,,HR Analyst,5,4,0,3
,,,,,HR Specialist,5,2,0,4
,,,,,Talent Acquisition Specialist,5,4,0,2
,,,,,HR Coordinator,5,3,1,3
,,,,,HR Analyst,9,8,0,0
,,,,,HR Specialist,1,0,0,0
,,,,,Talent Acquisition Specialist,5,1,0,4
,,,,,HR Coordinator,2,2,2,2
,,,,,HR Analyst,3,2,0,2
,,,,,HR Specialist,2,1,2,2
,,,,,Talent Acquisition Specialist,5,4,0,3
,,,,,HR Coordinator,5,3,0,3
,,,,,HR Analyst,17,14,5,15
,,,,,HR Specialist,10,2,7,8
,,,,,Talent Acquisition Specialist,3,0,0,2
,,,,,HR Coordinator,5,2,0,3
,,,,,HR Analyst,4,2,0,2
,,,,,HR Specialist,5,2,3,4
,,,,,Talent Acquisition Specialist,10,8,5,3
,,,,,HR Coordinator,2,2,1,2
,,,,,HR Analyst,5,3,1,3
,,,,,HR Specialist,6,4,0,2
,,,,,Talent Acquisition Specialist,3,2,0,2
,,,,,HR Coordinator,2,0,2,2
,,,,,HR Analyst,13,10,4,8
,,,,,HR Specialist,5,4,0,0
,,,,,Talent Acquisition Specialist,12,9,3,8
,,,,,HR Coordinator,5,2,2,2
,,,,,HR Analyst,7,6,7,7
,,,,,HR Specialist,10,0,0,9
,,,,,Talent Acquisition Specialist,31,6,14,7
,,,,,HR Coordinator,5,4,0,4
,,,,,HR Analyst,4,3,0,3
,,,,,HR Specialist,1,0,0,1
,,,,,Talent Acquisition Specialist,4,3,0,3
,,,,,HR Coordinator,8,7,7,1
,,,,,HR Analyst,4,2,0,2
,,,,,HR Specialist,1,0,0,0
,,,,,Talent Acquisition Specialist,1,0,0,0
,,,,,HR Coordinator,2,2,0,2
,,,,,HR Analyst,1,0,0,0
,,,,,HR Specialist,16,8,4,11
,,,,,Talent Acquisition Specialist,3,2,1,2
,,,,,HR Coordinator,3,2,0,2
,,,,,HR Analyst,7,7,1,0
,,,,,HR Specialist,2,2,2,2
,,,,,Talent Acquisition Specialist,2,2,2,2
,,,,,HR Coordinator,1,1,0,0
,,,,,HR Analyst,1,0,1,0
,,,,,HR Specialist,5,4,0,3
,,,,,Talent Acquisition Specialist,3,2,0,2
,,,,,HR Coordinator,6,0,0,4
,,,,,HR Analyst,7,7,5,2
,,,,,HR Specialist,10,6,0,7
,,,,,Talent Acquisition Specialist,26,9,1,7
,,,,,HR Coordinator,0,0,0,0
,,,,,HR Analyst,9,8,0,0
,,,,,HR Specialist,6,2,0,1
,,,,,Talent Acquisition Specialist,15,12,5,11
,,,,,HR Coordinator,3,0,0,2
,,,,,HR Analyst,1,0,0,0
,,,,,HR Specialist,1,0,0,0
,,,,,Talent Acquisition Specialist,7,7,0,7
,,,,,HR Coordinator,18,13,2,17
,,,,,HR Analyst,11,8,3,9
,,,,,HR Specialist,1,0,0,0
,,,,,Talent Acquisition Specialist,1,0,0,0
,,,,,HR Coordinator,9,7,8,5
,,,,,HR Analyst,1,1,0,0
,,,,,HR Specialist,8,7,6,3
,,,,,Talent Acquisition Specialist,16,7,3,7
,,,,,HR Coordinator,5,0,1,4
,,,,,HR Analyst,14,1,11,7
,,,,,HR Specialist,9,7,0,8
,,,,,Talent Acquisition Specialist,3,1,0,2
,,,,,HR Coordinator,5,2,1,0
,,,,,HR Analyst,9,8,7,8
,,,,,HR Specialist,1,0,0,0
,,,,,Talent Acquisition Specialist,17,13,15,2
,,,,,HR Coordinator,8,4,7,7
,,,,,HR Analyst,5,3,1,3
,,,,,HR Specialist,10,9,0,8
,,,,,Talent Acquisition Specialist,8,7,0,7
,,,,,HR Coordinator,1,0,0,0
,,,,,HR Analyst,19,10,2,7
,,,,,HR Specialist,7,7,0,7
,,,,,Talent Acquisition Specialist,3,2,1,2
,,,,,HR Coordinator,10,8,6,0
,,,,,HR Analyst,0,0,0,0
,,,,,HR Specialist,3,2,0,2
,,,,,Talent Acquisition Specialist,5,3,0,2
,,,,,HR Coordinator,5,4,1,3
,,,,,HR Analyst,6,5,1,2
,,,,,HR Specialist,18,16,0,11
,,,,,Talent Acquisition Specialist,2,2,2,2
,,,,,HR Coordinator,9,8,0,8
,,,,,HR Analyst,9,0,0,7
,,,,,HR Specialist,5,2,0,1
,,,,,Talent Acquisition Specialist,12,11,1,5
,,,,,HR Coordinator,2,1,0,2
,,,,,HR Analyst,8,7,0,7
,,,,,HR Specialist,4,2,3,2
,,,,,Talent Acquisition Specialist,4,2,0,2
,,,,,HR Coordinator,4,3,0,3
,,,,,HR Analyst,0,0,0,0
,,,,,HR Specialist,10,7,0,8
,,,,,Talent Acquisition Specialist,16,10,10,1
,,,,,HR Coordinator,8,7,1,7
,,,,,HR Analyst,1,0,0,0
,,,,,HR Specialist,3,2,1,2
,,,,,Talent Acquisition Specialist,8,7,1,3
,,,,,HR Coordinator,4,3,1,1
,,,,,HR Analyst,2,2,2,2
,,,,,HR Specialist,15,11,4,8
,,,,,Talent Acquisition Specialist,2,2,2,1
,,,,,HR Coordinator,21,6,11,8
,,,,,HR Analyst,3,2,2,2
,,,,,HR Specialist,3,2,1,2
,,,,,Talent Acquisition Specialist,1,0,0,0
,,,,,HR Coordinator,1,0,0,0
,,,,,HR Analyst,5,3,4,3
,,,,,HR Specialist,1,0,0,0
,,,,,Talent Acquisition Specialist,8,7,6,7
,,,,,HR Coordinator,21,16,5,10
,,,,,HR Analyst,1,0,0,0
,,,,,HR Specialist,2,2,2,2
,,,,,Talent Acquisition Specialist,32,14,6,9
,,,,,HR Coordinator,12,11,11,11
,,,,,HR Analyst,18,7,0,13
,,,,,HR Specialist,17,13,15,14
,,,,,Talent Acquisition Specialist,21,6,2,8
,,,,,HR Coordinator,2,2,2,2
,,,,,HR Analyst,9,3,1,1
,,,,,HR Specialist,8,7,7,7
,,,,,Talent Acquisition Specialist,15,1,0,9
,,,,,HR Coordinator,6,4,0,4
,,,,,HR Analyst,6,3,0,4
,,,,,HR Specialist,15,7,6,12
,,,,,Talent Acquisition Specialist,1,0,0,0
,,,,,HR Coordinator,3,2,1,2
,,,,,HR Analyst,1,1,0,0
,,,,,HR Specialist,1,0,0,0
,,,,,Talent Acquisition Specialist,2,2,2,2
,,,,,HR Coordinator,8,1,7,7
,,,,,HR Analyst,4,3,0,1
,,,,,HR Specialist,7,7,7,5
,,,,,Talent Acquisition Specialist,5,3,1,3
,,,,,HR Coordinator,2,2,2,2
,,,,,HR Analyst,9,4,7,0
,,,,,HR Specialist,5,4,0,3
,,,,,Talent Acquisition Specialist,14,8,7,8
,,,,,HR Coordinator,9,7,6,2
,,,,,HR Analyst,1,0,0,0
,,,,,HR Specialist,2,2,0,2
,,,,,Talent Acquisition Specialist,1,0,1,0
,,,,,HR Coordinator,16,13,1,7
,,,,,HR Analyst,10,0,2,7
,,,,,HR Specialist,10,7,1,9
,,,,,Talent Acquisition Specialist,5,3,1,3
,,,,,HR Coordinator,6,2,0,2
,,,,,HR Analyst,10,6,0,8
,,,,,HR Specialist,19,9,1,9
,,,,,Talent Acquisition Specialist,11,10,11,1
,,,,,HR Coordinator,3,2,1,2
,,,,,HR Analyst,3,2,1,2
,,,,,HR Specialist,8,7,1,7
,,,,,Talent Acquisition Specialist,20,6,3,6
,,,,,HR Coordinator,3,2,1,2
,,,,,HR Analyst,8,7,4,7
,,,,,HR Specialist,13,7,3,8
,,,,,Talent Acquisition Specialist,4,2,2,2
,,,,,HR Coordinator,6,2,0,4
,,,,,HR Analyst,1,0,0,0
,,,,,HR Specialist,7,7,5,6
,,,,,Talent Acquisition Specialist,1,1,0,0
,,,,,HR Coordinator,2,2,2,2
,,,,,HR Analyst,22,6,13,7
,,,,,HR Specialist,1,0,0,0
,,,,,Talent Acquisition Specialist,0,0,0,0
,,,,,HR Coordinator,3,2,0,2
,,,,,HR Analyst,0,0,0,0
,,,,,HR Specialist,5,4,2,1
,,,,,Talent Acquisition Specialist,15,10,4,12
,,,,,HR Coordinator,8,6,4,0
,,,,,HR Analyst,8,7,2,7
,,,,,HR Specialist,7,5,1,7
,,,,,Talent Acquisition Specialist,9,7,1,7
,,,,,HR Coordinator,12,9,4,9
,,,,,HR Analyst,1,0,0,0
,,,,,HR Specialist,8,7,0,1
,,,,,Talent Acquisition Specialist,18,7,11,5
,,,,,HR Coordinator,20,7,4,9
,,,,,HR Analyst,2,2,2,2
,,,,,HR Specialist,5,4,0,3
,,,,,Talent Acquisition Specialist,11,9,0,9
,,,,,HR Coordinator,2,2,2,2
,,,,,HR Analyst,5,3,0,4
,,,,,HR Specialist,5,2,0,2
,,,,,Talent Acquisition Specialist,9,8,2,3
,,,,,HR Coordinator,3,2,0,2
,,,,,HR Analyst,7,5,1,1
,,,,,HR Specialist,1,0,0,0
,,,,,Talent Acquisition Specialist,10,7,1,2
,,,,,HR Coordinator,7,6,5,0
,,,,,HR Analyst,3,1,0,2
,,,,,HR Specialist,0,0,0,0
,,,,,Talent Acquisition Specialist,5,2,0,3
,,,,,HR Coordinator,1,0,0,0
,,,,,HR Analyst,2,2,2,2
,,,,,HR Specialist,6,2,1,3
,,,,,Talent Acquisition Specialist,4,2,2,2
,,,,,HR Coordinator,6,5,1,3
,,,,,HR Analyst,5,4,1,4
,,,,,HR Specialist,11,8,3,10
,,,,,Talent Acquisition Specialist,18,7,2,13
,,,,,HR Coordinator,21,9,13,14
,,,,,HR Analyst,6,4,1,5
,,,,,HR Specialist,8,0,1,7
,,,,,Talent Acquisition Specialist,4,3,1,2
,,,,,HR Coordinator,1,1,0,0
,,,,,HR Analyst,8,7,0,7
,,,,,HR Specialist,10,3,1,4
,,,,,Talent Acquisition Specialist,1,1,0,0
,,,,,HR Coordinator,7,7,6,4
,,,,,HR Analyst,13,9,4,9
,,,,,HR Specialist,2,2,2,2
,,,,,Talent Acquisition Specialist,4,3,1,3
,,,,,HR Coordinator,1,0,0,0
,,,,,HR Analyst,5,2,4,2
,,,,,HR Specialist,10,8,0,8
,,,,,Talent Acquisition Specialist,1,1,0,0
,,,,,HR Coordinator,3,2,0,2
,,,,,HR Analyst,14,8,3,11
,,,,,HR Specialist,2,2,1,2
,,,,,Talent Acquisition Specialist,6,4,0,2
,,,,,HR Coordinator,7,7,4,7
,,,,,HR Analyst,5,4,1,3
,,,,,HR Specialist,0,0,0,0
,,,,,Talent Acquisition Specialist,26,15,15,9
,,,,,HR Coordinator,0,0,0,0
,,,,,HR Analyst,5,4,1,4
,,,,,HR Specialist,1,0,0,0
,,,,,Talent Acquisition Specialist,4,3,0,3
,,,,,HR Coordinator,0,0,0,0
,,,,,HR Analyst,2,2,2,2
,,,,,HR Specialist,6,5,3,3
,,,,,Talent Acquisition Specialist,4,2,0,3
,,,,,HR Coordinator,7,7,1,7
,,,,,HR Analyst,1,0,0,0
,,,,,HR Specialist,10,7,0,1
,,,,,Talent Acquisition Specialist,7,7,1,7
,,,,,HR Coordinator,10,7,8,9
,,,,,HR Analyst,20,11,13,17
,,,,,HR Specialist,2,1,2,2
,,,,,Talent Acquisition Specialist,6,3,1,4
,,,,,HR Coordinator,4,3,0,3
,,,,,HR Analyst,11,7,1,9
,,,,,HR Specialist,2,2,2,2
,,,,,Talent Acquisition Specialist,8,7,0,7
,,,,,HR Coordinator,7,7,7,7
,,,,,HR Analyst,14,10,4,10
,,,,,HR Specialist,5,1,1,3
,,,,,Talent Acquisition Specialist,4,3,1,1
,,,,,HR Coordinator,11,9,5,7
,,,,,HR Analyst,1,0,0,0
,,,,,HR Specialist,13,2,4,12
,,,,,Talent Acquisition Specialist,9,7,6,8
,,,,,HR Coordinator,5,4,1,4
,,,,,HR Analyst,10,5,7,7
,,,,,HR Specialist,1,1,0,0
,,,,,Talent Acquisition Specialist,3,2,1,2
,,,,,HR Coordinator,10,9,0,9
,,,,,HR Analyst,6,5,0,1
,,,,,HR Specialist,10,9,1,8
,,,,,Talent Acquisition Specialist,6,1,0,5
,,,,,HR Coordinator,8,7,0,7
,,,,,HR Analyst,1,0,0,0
,,,,,HR Specialist,11,10,0,7
,,,,,Talent Acquisition Specialist,1,0,0,0
,,,,,HR Coordinator,5,3,0,3
,,,,,HR Analyst,6,0,1,0
,,,,,HR Specialist,1,0,0,0
,,,,,Talent Acquisition Specialist,7,7,1,7
,,,,,HR Coordinator,1,0,0,0
,,,,,HR Analyst,22,9,3,10
,,,,,HR Specialist,9,8,0,8
,,,,,Talent Acquisition Specialist,1,0,0,1
,,,,,HR Coordinator,1,0,0,1
,,,,,HR Analyst,1,0,1,0
,,,,,HR Specialist,8,5,2,2
,,,,,Talent Acquisition Specialist,24,10,1,11
,,,,,HR Coordinator,33,9,15,0
,,,,,HR Analyst,2,2,2,2
,,,,,HR Specialist,11,4,0,8
,,,,,Talent Acquisition Specialist,3,2,0,2
,,,,,HR Coordinator,29,10,11,10
,,,,,HR Analyst,9,7,5,4
,,,,,HR Specialist,11,8,5,10
,,,,,Talent Acquisition Specialist,4,2,0,2
,,,,,HR Coordinator,25,9,14,13
,,,,,HR Analyst,10,9,1,8
,,,,,HR Specialist,3,2,2,2
,,,,,Talent Acquisition Specialist,1,0,0,0
,,,,,HR Coordinator,21,7,15,17
,,,,,HR Analyst,16,14,5,12
,,,,,HR Specialist,10,7,0,5
,,,,,Talent Acquisition Specialist,2,2,2,2
,,,,,HR Coordinator,7,0,7,7
,,,,,HR Analyst,8,4,1,7
,,,,,HR Specialist,7,7,7,7
,,,,,Talent Acquisition Specialist,3,2,1,2
,,,,,HR Coordinator,2,2,2,1
,,,,,HR Analyst,10,7,0,8
,,,,,HR Specialist,0,0,0,0
,,,,,Talent Acquisition Specialist,19,9,15,2
,,,,,HR Coordinator,2,2,2,2
,,,,,HR Analyst,10,4,1,1
,,,,,HR Specialist,5,2,0,3
,,,,,Talent Acquisition Specialist,9,2,6,7
,,,,,HR Coordinator,7,7,1,7
,,,,,HR Analyst,7,6,5,7
,,,,,HR Specialist,9,8,7,5
,,,,,Talent Acquisition Specialist,3,2,1,2
,,,,,HR Coordinator,5,4,1,0
,,,,,HR Analyst,8,7,7,7
,,,,,HR Specialist,9,1,0,8
,,,,,Talent Acquisition Specialist,8,7,1,7
,,,,,HR Coordinator,10,8,9,6
,,,,,HR Analyst,19,2,11,9
,,,,,HR Specialist,3,2,2,2
,,,,,Talent Acquisition Specialist,3,2,1,2
,,,,,HR Coordinator,20,8,2,10
,,,,,HR Analyst,19,9,9,11
,,,,,HR Specialist,7,3,7,7
,,,,,Talent Acquisition Specialist,4,2,0,0
,,,,,HR Coordinator,9,7,1,6
,,,,,HR Analyst,9,8,8,8
,,,,,HR Specialist,9,3,1,7
,,,,,Talent Acquisition Specialist,9,6,1,1
,,,,,HR Coordinator,33,9,0,10
,,,,,HR Analyst,7,7,1,7
,,,,,HR Specialist,10,8,9,6
,,,,,Talent Acquisition Specialist,3,2,1,2
,,,,,HR Coordinator,10,9,5,9
,,,,,HR Analyst,4,2,0,3
,,,,,HR Specialist,15,7,6,13
,,,,,Talent Acquisition Specialist,10,9,0,8
,,,,,HR Coordinator,1,0,0,0
,,,,,HR Analyst,5,2,0,3
,,,,,HR Specialist,0,0,0,0
,,,,,Talent Acquisition Specialist,9,7,0,0
,,,,,HR Coordinator,6,2,0,0
,,,,,HR Analyst,19,7,3,8
,,,,,HR Specialist,19,16,15,9
,,,,,Talent Acquisition Specialist,5,4,0,0
,,,,,HR Coordinator,12,11,11,8
,,,,,HR Analyst,8,7,7,7
,,,,,HR Specialist,1,0,0,0
,,,,,Talent Acquisition Specialist,4,2,3,2
,,,,,HR Coordinator,4,2,0,3
,,,,,HR Analyst,14,11,4,11
,,,,,HR Specialist,5,3,0,4
,,,,,Talent Acquisition Specialist,10,2,6,7
,,,,,HR Coordinator,5,4,1,4
,,,,,HR Analyst,4,2,3,2
,,,,,HR Specialist,6,2,3,3
,,,,,Talent Acquisition Specialist,6,4,1,3
,,,,,HR Coordinator,5,4,1,2
,,,,,HR Analyst,3,2,1,2
,,,,,HR Specialist,6,4,0,5
,,,,,Talent Acquisition Specialist,3,2,1,2
,,,,,HR Coordinator,5,3,0,2
,,,,,HR Analyst,20,7,1,8
,,,,,HR Specialist,6,2,4,4
,,,,,Talent Acquisition Specialist,8,2,7,7
,,,,,HR Coordinator,4,3,1,1
,,,,,HR Analyst,20,7,0,9
,,,,,HR Specialist,5,1,1,2
,,,,,Talent Acquisition Specialist,3,2,1,2
,,,,,HR Coordinator,14,11,2,9
,,,,,HR Analyst,13,8,5,12
,,,,,HR Specialist,0,0,0,0
,,,,,Talent Acquisition Specialist,3,2,1,2
,,,,,HR Coordinator,1,0,0,0
,,,,,HR Analyst,11,7,1,7
,,,,,HR Specialist,22,17,4,7
,,,,,Talent Acquisition Specialist,4,2,0,2
,,,,,HR Coordinator,6,1,0,5
,,,,,HR Analyst,7,6,7,3
,,,,,HR Specialist,10,9,9,4
,,,,,Talent Acquisition Specialist,3,2,0,2
,,,,,HR Coordinator,9,2,3,8
,,,,,HR Analyst,12,9,5,8
,,,,,HR Specialist,9,7,0,7
,,,,,Talent Acquisition Specialist,1,0,0,0
,,,,,HR Coordinator,3,2,2,2
,,,,,HR Analyst,2,0,1,2
,,,,,HR Specialist,5,2,1,0
,,,,,Talent Acquisition Specialist,3,2,0,2
,,,,,HR Coordinator,2,2,2,2
,,,,,HR Analyst,7,4,7,7
,,,,,HR Specialist,5,3,0,3
,,,,,Talent Acquisition Specialist,1,0,0,0
,,,,,HR Coordinator,11,8,7,9
,,,,,HR Analyst,10,7,3,9
,,,,,HR Specialist,14,11,1,11
,,,,,Talent Acquisition Specialist,5,4,0,2
,,,,,HR Coordinator,16,12,6,14
,,,,,HR Analyst,2,2,2,2
,,,,,HR Specialist,10,9,8,7
,,,,,Talent Acquisition Specialist,3,2,0,2
,,,,,HR Coordinator,5,4,0,4
,,,,,HR Analyst,18,16,1,11
,,,,,HR Specialist,8,4,7,7
,,,,,Talent Acquisition Specialist,7,7,0,7
,,,,,HR Coordinator,4,3,1,1
,,,,,HR Analyst,4,3,0,2
,,,,,HR Specialist,9,6,1,4
,,,,,Talent Acquisition Specialist,8,2,7,6
,,,,,HR Coordinator,5,4,0,2
,,,,,HR Analyst,7,1,2,5
,,,,,HR Specialist,5,4,0,4
,,,,,Talent Acquisition Specialist,0,0,0,0
,,,,,HR Coordinator,5,3,1,2
,,,,,HR Analyst,7,1,1,7
,,,,,HR Specialist,18,15,14,12
,,,,,Talent Acquisition Specialist,4,2,1,2
,,,,,HR Coordinator,4,3,2,3
,,,,,HR Analyst,20,17,5,6
,,,,,HR Specialist,9,8,3,8
,,,,,Talent Acquisition Specialist,3,2,0,2
,,,,,HR Coordinator,3,2,0,2
,,,,,HR Analyst,5,3,0,2
,,,,,HR Specialist,3,2,1,0
,,,,,Talent Acquisition Specialist,3,2,0,2
,,,,,HR Coordinator,7,7,0,2
,,,,,HR Analyst,2,0,2,2
,,,,,HR Specialist,2,2,2,0
,,,,,Talent Acquisition Specialist,6,2,4,1
,,,,,HR Coordinator,3,2,1,2
,,,,,HR Analyst,6,2,1,4
,,,,,HR Specialist,5,4,0,4
,,,,,Talent Acquisition Specialist,11,8,3,3
,,,,,HR Coordinator,21,6,8,6
,,,,,HR Analyst,20,7,12,7
,,,,,HR Specialist,19,17,2,8
,,,,,Talent Acquisition Specialist,8,7,7,7
,,,,,HR Coordinator,3,2,0,2
,,,,,HR Analyst,3,2,1,2
,,,,,HR Specialist,10,7,1,9
,,,,,Talent Acquisition Specialist,6,3,0,0
,,,,,HR Coordinator,20,9,9,6
,,,,,HR Analyst,11,8,5,10
,,,,,HR Specialist,1,0,0,0
,,,,,Talent Acquisition Specialist,13,12,5,1
,,,,,HR Coordinator,0,0,0,0
,,,,,HR Analyst,5,4,1,2
,,,,,HR Specialist,12,7,5,7
,,,,,Talent Acquisition Specialist,9,7,3,4
,,,,,HR Coordinator,10,0,0,2
,,,,,HR Analyst,3,2,0,2
,,,,,HR Specialist,14,10,5,7
,,,,,Talent Acquisition Specialist,8,7,0,7
,,,,,HR Coordinator,3,2,1,2
,,,,,HR Analyst,1,0,0,0
,,,,,HR Specialist,2,2,2,2
,,,,,Talent Acquisition Specialist,13,7,6,7
,,,,,HR Coordinator,2,2,2,2
,,,,,HR Analyst,4,2,0,0
,,,,,HR Specialist,5,3,0,1
,,,,,Talent Acquisition Specialist,5,1,0,4
,,,,,HR Coordinator,3,2,2,2
,,,,,HR Analyst,11,10,3,8
,,,,,HR Specialist,3,2,1,2
,,,,,Talent Acquisition Specialist,7,7,1,7
,,,,,HR Coordinator,9,8,4,8
,,,,,HR Analyst,1,0,0,0
,,,,,HR Specialist,8,7,0,7
,,,,,Talent Acquisition Specialist,9,8,1,7
,,,,,HR Coordinator,1,1,0,0
,,,,,HR Analyst,8,7,1,7
,,,,,HR Specialist,6,5,1,2
,,,,,Talent Acquisition Specialist,3,2,1,2
,,,,,HR Coordinator,9,4,1,7
,,,,,HR Analyst,7,7,0,7
,,,,,HR Specialist,5,2,0,3
,,,,,Talent Acquisition Specialist,5,3,1,4
,,,,,HR Coordinator,6,5,1,3
,,,,,HR Analyst,20,9,3,7
,,,,,HR Specialist,6,0,1,3
,,,,,Talent Acquisition Specialist,9,8,0,0
,,,,,HR Coordinator,10,7,4,5
,,,,,HR Analyst,1,0,0,0
,,,,,HR Specialist,2,2,2,2
,,,,,Talent Acquisition Specialist,6,3,1,2
,,,,,HR Coordinator,2,2,2,1
,,,,,HR Analyst,6,4,1,3
,,,,,HR Specialist,9,7,7,2
,,,,,Talent Acquisition Specialist,14,8,6,9
,,,,,HR Coordinator,4,3,1,3
,,,,,HR Analyst,7,7,0,7
,,,,,HR Specialist,5,4,4,3
,,,,,Talent Acquisition Specialist,11,8,3,10
,,,,,HR Coordinator,8,3,7,7
,,,,,HR Analyst,5,2,1,3
,,,,,HR Specialist,7,7,7,7
,,,,,Talent Acquisition Specialist,5,2,0,3
,,,,,HR Coordinator,8,2,7,7
,,,,,HR Analyst,13,11,2,9
,,,,,HR Specialist,4,2,0,3
,,,,,Talent Acquisition Specialist,2,2,2,2
,,,,,HR Coordinator,4,2,1,2
,,,,,HR Analyst,2,1,2,2
,,,,,HR Specialist,6,3,1,3
,,,,,Talent Acquisition Specialist,9,6,0,8
,,,,,HR Coordinator,4,3,0,3
,,,,,HR Analyst,4,2,1,3
,,,,,HR Specialist,5,2,0,3
,,,,,Talent Acquisition Specialist,0,0,0,0
,,,,,HR Coordinator,10,0,4,7
,,,,,HR Analyst,1,0,0,0
,,,,,HR Specialist,10,9,0,9
,,,,,Talent Acquisition Specialist,9,7,1,8
,,,,,HR Coordinator,4,2,1,2
,,,,,HR Analyst,1,0,0,0
,,,,,HR Specialist,19,7,11,16
,,,,,Talent Acquisition Specialist,10,8,0,2
,,,,,HR Coordinator,10,8,0,7
,,,,,HR Analyst,3,1,1,2
,,,,,HR Specialist,9,8,4,7
,,,,,Talent Acquisition Specialist,6,4,0,2
,,,,,HR Coordinator,5,2,0,3
,,,,,HR Analyst,7,7,0,0
,,,,,HR Specialist,8,7,0,7
,,,,,Talent Acquisition Specialist,7,0,1,6
,,,,,HR Coordinator,7,7,0,7
,,,,,HR Analyst,9,5,1,6
,,,,,HR Specialist,10,8,7,7
,,,,,Talent Acquisition Specialist,6,2,1,2
,,,,,HR Coordinator,1,1,0,0
,,,,,HR Analyst,2,2,2,2
,,,,,HR Specialist,22,6,4,14
,,,,,Talent Acquisition Specialist,10,8,3,7
,,,,,HR Coordinator,5,0,1,4
,,,,,HR Analyst,16,15,1,10
,,,,,HR Specialist,4,3,1,2
,,,,,Talent Acquisition Specialist,4,3,1,2
,,,,,HR Coordinator,22,10,12,9
,,,,,HR Analyst,12,8,1,7
,,,,,HR Specialist,5,3,0,2
,,,,,Talent Acquisition Specialist,3,2,1,2
,,,,,HR Coordinator,10,9,0,9
,,,,,HR Analyst,3,2,0,2
,,,,,HR Specialist,6,5,1,2
,,,,,Talent Acquisition Specialist,5,4,0,3
,,,,,HR Coordinator,6,4,1,1
,,,,,HR Analyst,15,10,4,13
,,,,,HR Specialist,5,3,1,2
,,,,,Talent Acquisition Specialist,5,2,0,3
,,,,,HR Coordinator,10,0,0,8
,,,,,HR Analyst,2,2,2,1
,,,,,HR Specialist,2,0,2,2
,,,,,Talent Acquisition Specialist,1,0,0,0
,,,,,HR Coordinator,1,0,0,1
,,,,,HR Analyst,13,7,5,7
,,,,,HR Specialist,5,3,0,3
,,,,,Talent Acquisition Specialist,7,0,1,7
,,,,,HR Coordinator,5,3,0,4
